SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Carbon,Wyoming,WY,Converse County,56009,42.984623,-105.524752
Converse,Wyoming,WY,Crook County,56011,44.589266,-104.567298
Crook,Wyoming,WY,Fremont County,56013,43.054831,-108.608935
Fremont,Wyoming,WY,Goshen County,56015,42.089455,-104.35354
Goshen,Wyoming,WY,Hot Springs County,56017,43.720209,-108.435076
Hot Springs,Wyoming,WY,Johnson County,56019,44.044048,-106.588541
Johnson,Wyoming,WY,Laramie County,56021,41.29283,-104.660395
Laramie,Wyoming,WY,Lincoln County,56023,42.229993,-110.682961
Lincoln,Wyoming,WY,Natrona County,56025,42.977645,-106.768219
Natrona,Wyoming,WY,Niobrara County,56027,43.062159,-104.468373
