SHOULDBE ,STATE,ABBR,CURRENTNAME,fips,lat,long
Clarke,Iowa,IA,Clinton County,19045,41.898073,-90.534243
Clay,Iowa,IA,Crawford County,19047,42.043119,-95.38909
Clayton,Iowa,IA,Dallas County,19049,41.68532,-94.040706
Clinton,Iowa,IA,Davis County,19051,40.748089,-92.410345
Crawford,Iowa,IA,Decatur County,19053,40.736379,-93.78458
Dallas,Iowa,IA,Delaware County,19055,42.472937,-91.366767
Davis,Iowa,IA,Des Moines County,19057,40.915339,-91.186925
Decatur,Iowa,IA,Dickinson County,19059,43.389611,-95.196057
Delaware,Iowa,IA,Dubuque County,19061,42.463481,-90.878771
Des Moines,Iowa,IA,Emmet County,19063,43.377984,-94.66937
Dickinson,Iowa,IA,Fayette County,19065,42.864122,-91.840376
Dubuque,Iowa,IA,Floyd County,19067,43.052741,-92.787367
Emmet,Iowa,IA,Franklin County,19069,42.736545,-93.271415
Fayette,Iowa,IA,Fremont County,19071,40.74259,-95.599182
Floyd,Iowa,IA,Greene County,19073,42.042494,-94.388703
Franklin,Iowa,IA,Grundy County,19075,42.403339,-92.790244
Fremont,Iowa,IA,Guthrie County,19077,41.683573,-94.501272
Greene,Iowa,IA,Hamilton County,19079,42.390768,-93.709198
Grundy,Iowa,IA,Hancock County,19081,43.075411,-93.743697
Guthrie,Iowa,IA,Hardin County,19083,42.390208,-93.241669
Hamilton,Iowa,IA,Harrison County,19085,41.688584,-95.827149
Hancock,Iowa,IA,Henry County,19087,40.984802,-91.547259
Hardin,Iowa,IA,Howard County,19089,43.365312,-92.321908
Harrison,Iowa,IA,Humboldt County,19091,42.782221,-94.202775
Henry,Iowa,IA,Ida County,19093,42.39186,-95.507421
Howard,Iowa,IA,Iowa County,19095,41.683918,-92.059123
Humboldt,Iowa,IA,Jackson County,19097,42.164226,-90.574582
Ida,Iowa,IA,Jasper County,19099,41.685551,-93.054147
Iowa,Iowa,IA,Jefferson County,19101,41.005888,-91.966634
Jackson,Iowa,IA,Johnson County,19103,41.670668,-91.590529
Jasper,Iowa,IA,Jones County,19105,42.125118,-91.116914
Jefferson,Iowa,IA,Keokuk County,19107,41.331182,-92.167721
Johnson,Iowa,IA,Kossuth County,19109,43.212478,-94.213983
Jones,Iowa,IA,Lee County,19111,40.647588,-91.477157
Keokuk,Iowa,IA,Linn County,19113,42.077951,-91.597674
Kossuth,Iowa,IA,Louisa County,19115,41.218211,-91.256994
Lee,Iowa,IA,Lucas County,19117,41.033344,-93.331467
Linn,Iowa,IA,Lyon County,19119,43.38358,-96.207201
Louisa,Iowa,IA,Madison County,19121,41.330622,-94.015184
Lucas,Iowa,IA,Mahaska County,19123,41.330797,-92.636366
Lyon,Iowa,IA,Marion County,19125,41.331455,-93.093849
Madison,Iowa,IA,Marshall County,19127,42.041691,-92.981452
Mahaska,Iowa,IA,Mills County,19129,41.033703,-95.619101
Marion,Iowa,IA,Mitchell County,19131,43.348564,-92.784466
Marshall,Iowa,IA,Monona County,19133,42.049432,-95.956566
Mills,Iowa,IA,Monroe County,19135,41.028847,-92.869642
Mitchell,Iowa,IA,Montgomery County,19137,41.021735,-95.15779
Monona,Iowa,IA,Muscatine County,19139,41.483776,-91.118699
Monroe,Iowa,IA,O'Brien County,19141,43.083746,-95.625624
Montgomery,Iowa,IA,Osceola County,19143,43.378542,-95.633788
Muscatine,Iowa,IA,Page County,19145,40.73909,-95.14429
O'Brien,Iowa,IA,Palo Alto County,19147,43.075337,-94.669055
Osceola,Iowa,IA,Plymouth County,19149,42.737585,-96.215864
Page,Iowa,IA,Pocahontas County,19151,42.734033,-94.678279
Palo Alto,Iowa,IA,Polk County,19153,41.684816,-93.568971
Plymouth,Iowa,IA,Pottawattamie County,19155,41.340184,-95.544905
Pocahontas,Iowa,IA,Poweshiek County,19157,41.684526,-92.522882
Polk,Iowa,IA,Ringgold County,19159,40.735334,-94.244251
Pottawattamie,Iowa,IA,Sac County,19161,42.387526,-95.105224
Poweshiek,Iowa,IA,Scott County,19163,41.642079,-90.622289
Ringgold,Iowa,IA,Shelby County,19165,41.679014,-95.308917
Sac,Iowa,IA,Sioux County,19167,43.082646,-96.17801
Scott,Iowa,IA,Story County,19169,42.037538,-93.466093
Shelby,Iowa,IA,Tama County,19171,42.074848,-92.529411
Sioux,Iowa,IA,Taylor County,19173,40.737949,-94.697108
Story,Iowa,IA,Union County,19175,41.02855,-94.245091
Tama,Iowa,IA,Van Buren County,19177,40.754117,-91.952943
Taylor,Iowa,IA,Wapello County,19179,41.031275,-92.409466
Union,Iowa,IA,Warren County,19181,41.332446,-93.568751
Unknown,Iowa,IA,Washington County,19183,41.329401,-91.725052
Van Buren,Iowa,IA,Wayne County,19185,40.739983,-93.332613
Wapello,Iowa,IA,Webster County,19187,42.433579,-94.175831
Warren,Iowa,IA,Winnebago County,19189,43.378124,-93.743488
Washington,Iowa,IA,Winneshiek County,19191,43.292989,-91.850788
Wayne,Iowa,IA,Woodbury County,19193,42.39322,-96.053296
Webster,Iowa,IA,Worth County,19195,43.373491,-93.248533
Winnebago,Iowa,IA,Wright County,19197,42.733007,-93.734735
Winneshiek,Iowa,KS,Allen County,20001,37.884228,-95.300945
Woodbury,Iowa,KS,Anderson County,20003,38.215114,-95.292046
Worth,Iowa,KS,Atchison County,20005,39.532544,-95.313397
Wright,Iowa,KS,Barber County,20007,37.222906,-98.685052
Allen,Kansas,KS,Barton County,20009,38.481239,-98.767837
Anderson,Kansas,KS,Bourbon County,20011,37.8561,-94.850928
Atchison,Kansas,KS,Brown County,20013,39.825931,-95.569905
Barber,Kansas,KS,Butler County,20015,37.773649,-96.83884
Barton,Kansas,KS,Chase County,20017,38.299475,-96.594029
Bourbon,Kansas,KS,Chautauqua County,20019,37.154259,-96.245396
Brown,Kansas,KS,Cherokee County,20021,37.169392,-94.845698
Butler,Kansas,KS,Cheyenne County,20023,39.789917,-101.727325
Chase,Kansas,KS,Clark County,20025,37.233831,-99.813869
Chautauqua,Kansas,KS,Clay County,20027,39.344964,-97.168853
Cherokee,Kansas,KS,Cloud County,20029,39.487329,-97.64139
Cheyenne,Kansas,KS,Coffey County,20031,38.23645,-95.729137
Clark,Kansas,KS,Comanche County,20033,37.181442,-99.251293
Clay,Kansas,KS,Cowley County,20035,37.234507,-96.837247
Cloud,Kansas,KS,Crawford County,20037,37.505821,-94.853897
Coffey,Kansas,KS,Decatur County,20039,39.783542,-100.459708
Comanche,Kansas,KS,Dickinson County,20041,38.867735,-97.157943
Cowley,Kansas,KS,Doniphan County,20043,39.788502,-95.147225
Crawford,Kansas,KS,Douglas County,20045,38.896417,-95.290947
Decatur,Kansas,KS,Edwards County,20047,37.883595,-99.304746
Dickinson,Kansas,KS,Elk County,20049,37.456026,-96.244642
Doniphan,Kansas,KS,Ellis County,20051,38.914597,-99.317313
Douglas,Kansas,KS,Ellsworth County,20053,38.700845,-98.205355
Edwards,Kansas,KS,Finney County,20055,38.049808,-100.739967
Elk,Kansas,KS,Ford County,20057,37.688416,-99.884748
Ellis,Kansas,KS,Franklin County,20059,38.558019,-95.278962
Ellsworth,Kansas,KS,Geary County,20061,39.002139,-96.7681
Finney,Kansas,KS,Gove County,20063,38.917239,-100.48736
Ford,Kansas,KS,Graham County,20065,39.354972,-99.879894
Franklin,Kansas,KS,Grant County,20067,37.547537,-101.299362
Geary,Kansas,KS,Gray County,20069,37.744513,-100.451716
Gove,Kansas,KS,Greeley County,20071,38.480404,-101.80597
Graham,Kansas,KS,Greenwood County,20073,37.879347,-96.241732
Grant,Kansas,KS,Hamilton County,20075,37.995244,-101.793689
Gray,Kansas,KS,Harper County,20077,37.188184,-98.06659
Greeley,Kansas,KS,Harvey County,20079,38.050144,-97.436706
Greenwood,Kansas,KS,Haskell County,20081,37.554979,-100.879952
Hamilton,Kansas,KS,Hodgeman County,20083,38.087493,-99.898407
Harper,Kansas,KS,Jackson County,20085,39.411145,-95.794485
Harvey,Kansas,KS,Jefferson County,20087,39.239644,-95.375314
Haskell,Kansas,KS,Jewell County,20089,39.777002,-98.222618
Hodgeman,Kansas,KS,Johnson County,20091,38.883907,-94.82233
Jackson,Kansas,KS,Kearny County,20093,37.994461,-101.308136
Jefferson,Kansas,KS,Kingman County,20095,37.552951,-98.144529
Jewell,Kansas,KS,Kiowa County,20097,37.561231,-99.286539
Johnson,Kansas,KS,Labette County,20099,37.191468,-95.297473
Kearny,Kansas,KS,Lane County,20101,38.481286,-100.466185
Kingman,Kansas,KS,Leavenworth County,20103,39.189511,-95.038977
Kiowa,Kansas,KS,Lincoln County,20105,39.04728,-98.214284
Labette,Kansas,KS,Linn County,20107,38.216549,-94.844932
Lane,Kansas,KS,Logan County,20109,38.91327,-101.157402
Leavenworth,Kansas,KS,Lyon County,20111,38.455403,-96.161641
Lincoln,Kansas,KS,McPherson County,20113,38.395812,-97.647489
Linn,Kansas,KS,Marion County,20115,38.359647,-97.102771
Logan,Kansas,KS,Marshall County,20117,39.782709,-96.521243
Lyon,Kansas,KS,Meade County,20119,37.243886,-100.360094
Marion,Kansas,KS,Miami County,20121,38.566772,-94.832963
Marshall,Kansas,KS,Mitchell County,20123,39.393026,-98.207362
McPherson,Kansas,KS,Montgomery County,20125,37.189537,-95.742403
Meade,Kansas,KS,Morris County,20127,38.688204,-96.651448
Miami,Kansas,KS,Morton County,20129,37.185249,-101.809516
Mitchell,Kansas,KS,Nemaha County,20131,39.791043,-96.005381
Montgomery,Kansas,KS,Neosho County,20133,37.564283,-95.315682
Morris,Kansas,KS,Ness County,20135,38.480437,-99.908745
Morton,Kansas,KS,Norton County,20137,39.783867,-99.899235
Nemaha,Kansas,KS,Osage County,20139,38.650215,-95.708255
Neosho,Kansas,KS,Osborne County,20141,39.348261,-98.767942
Ness,Kansas,KS,Ottawa County,20143,39.137963,-97.654802
Norton,Kansas,KS,Pawnee County,20145,38.181477,-99.234772
Osage,Kansas,KS,Phillips County,20147,39.784506,-99.34215
Osborne,Kansas,KS,Pottawatomie County,20149,39.382187,-96.337113
Ottawa,Kansas,KS,Pratt County,20151,37.647594,-98.74012
Pawnee,Kansas,KS,Rawlins County,20153,39.786198,-101.076738
Phillips,Kansas,KS,Reno County,20155,37.948185,-98.078346
Pottawatomie,Kansas,KS,Republic County,20157,39.828906,-97.650883
Pratt,Kansas,KS,Rice County,20159,38.347178,-98.201415
Reno,Kansas,KS,Riley County,20161,39.291211,-96.727489
Republic,Kansas,KS,Rooks County,20163,39.346006,-99.324492
Rice,Kansas,KS,Rush County,20165,38.523596,-99.309184
Riley,Kansas,KS,Russell County,20167,38.91604,-98.770949
Rooks,Kansas,KS,Saline County,20169,38.791804,-97.651478
Rush,Kansas,KS,Scott County,20171,38.481877,-100.90636
Russell,Kansas,KS,Sedgwick County,20173,37.681045,-97.461054
Saline,Kansas,KS,Seward County,20175,37.18096,-100.855257
Scott,Kansas,KS,Shawnee County,20177,39.041805,-95.755664
Sedgwick,Kansas,KS,Sheridan County,20179,39.350547,-100.441228
Seward,Kansas,KS,Sherman County,20181,39.351352,-101.719859
Shawnee,Kansas,KS,Smith County,20183,39.78466,-98.785429
Sheridan,Kansas,KS,Stafford County,20185,38.03563,-98.719889
Sherman,Kansas,KS,Stanton County,20187,37.565932,-101.789383
Smith,Kansas,KS,Stevens County,20189,37.2017,-101.317268
Stafford,Kansas,KS,Sumner County,20191,37.236662,-97.493352
Stanton,Kansas,KS,Thomas County,20193,39.357713,-101.083386
Stevens,Kansas,KS,Trego County,20195,38.921302,-99.865423
Sumner,Kansas,KS,Wabaunsee County,20197,38.955154,-96.201262
Thomas,Kansas,KS,Wallace County,20199,38.926626,-101.771103
Trego,Kansas,KS,Washington County,20201,39.776714,-97.095611
Wabaunsee,Kansas,KS,Wichita County,20203,38.481922,-101.347434
Washington,Kansas,KS,Wilson County,20205,37.558515,-95.745175
Wichita,Kansas,KS,Woodson County,20207,37.888193,-95.758469
Wilson,Kansas,KS,Wyandotte County,20209,39.115384,-94.763087
Woodson,Kansas,KY,Adair County,21001,37.105559,-85.28138
Wyandotte,Kansas,KY,Allen County,21003,36.75077,-86.192458
Adair,Kentucky,KY,Anderson County,21005,38.005396,-84.986417
Allen,Kentucky,KY,Ballard County,21007,37.051323,-89.010367
Anderson,Kentucky,KY,Barren County,21009,36.962805,-85.932108
Ballard,Kentucky,KY,Bath County,21011,38.152249,-83.737641
Barren,Kentucky,KY,Bell County,21013,36.728928,-83.680718
Bath,Kentucky,KY,Boone County,21015,38.9589,-84.736371
Bell,Kentucky,KY,Bourbon County,21017,38.202562,-84.20986
Boone,Kentucky,KY,Boyd County,21019,38.360004,-82.681406
Bourbon,Kentucky,KY,Boyle County,21021,37.618104,-84.868352
Boyd,Kentucky,KY,Bracken County,21023,38.680365,-84.115235
Boyle,Kentucky,KY,Breathitt County,21025,37.517807,-83.317158
Bracken,Kentucky,KY,Breckinridge County,21027,37.777988,-86.432919
Breathitt,Kentucky,KY,Bullitt County,21029,37.969945,-85.702636
Breckinridge,Kentucky,KY,Butler County,21031,37.207013,-86.682471
Bullitt,Kentucky,KY,Caldwell County,21033,37.148642,-87.870509
Butler,Kentucky,KY,Calloway County,21035,36.620978,-88.274086
Caldwell,Kentucky,KY,Campbell County,21037,38.946981,-84.379583
Calloway,Kentucky,KY,Carlisle County,21039,36.85718,-88.976614
Campbell,Kentucky,KY,Carroll County,21041,38.668394,-85.124024
Carlisle,Kentucky,KY,Carter County,21043,38.309549,-83.048796
Carroll,Kentucky,KY,Casey County,21045,37.321962,-84.92822
Carter,Kentucky,KY,Christian County,21047,36.892059,-87.492986
Casey,Kentucky,KY,Clark County,21049,37.970314,-84.145115
Christian,Kentucky,KY,Clay County,21051,37.164273,-83.715473
Clark,Kentucky,KY,Clinton County,21053,36.727258,-85.136098
Clay,Kentucky,KY,Crittenden County,21055,37.358149,-88.10501
Clinton,Kentucky,KY,Cumberland County,21057,36.782372,-85.388484
Crittenden,Kentucky,KY,Daviess County,21059,37.731671,-87.087139
Cumberland,Kentucky,KY,Edmonson County,21061,37.227514,-86.218015
Daviess,Kentucky,KY,Elliott County,21063,38.116883,-83.096116
Edmonson,Kentucky,KY,Estill County,21065,37.692449,-83.963983
Elliott,Kentucky,KY,Fayette County,21067,38.040675,-84.458274
Estill,Kentucky,KY,Fleming County,21069,38.367848,-83.699205
Fayette,Kentucky,KY,Floyd County,21071,37.552456,-82.739724
Fleming,Kentucky,KY,Franklin County,21073,38.234919,-84.868786
Floyd,Kentucky,KY,Fulton County,21075,36.552511,-89.187659
Franklin,Kentucky,KY,Gallatin County,21077,38.760103,-84.862153
Fulton,Kentucky,KY,Garrard County,21079,37.630162,-84.545856
Gallatin,Kentucky,KY,Grant County,21081,38.649167,-84.625924
Garrard,Kentucky,KY,Graves County,21083,36.723344,-88.649897
Grant,Kentucky,KY,Grayson County,21085,37.458577,-86.344011
Graves,Kentucky,KY,Green County,21087,37.275382,-85.578483
Grayson,Kentucky,KY,Greenup County,21089,38.563562,-82.93382
Green,Kentucky,KY,Hancock County,21091,37.843325,-86.792761
Greenup,Kentucky,KY,Hardin County,21093,37.695836,-85.963183
Hancock,Kentucky,KY,Harlan County,21095,36.859223,-83.221497
Hardin,Kentucky,KY,Harrison County,21097,38.444578,-84.334131
Harlan,Kentucky,KY,Hart County,21099,37.309097,-85.882123
Harrison,Kentucky,KY,Henderson County,21101,37.792542,-87.572577
Hart,Kentucky,KY,Henry County,21103,38.451383,-85.119647
Henderson,Kentucky,KY,Hickman County,21105,36.675896,-88.972084
Henry,Kentucky,KY,Hopkins County,21107,37.31107,-87.542196
Hickman,Kentucky,KY,Jackson County,21109,37.403458,-84.020576
Hopkins,Kentucky,KY,Jefferson County,21111,38.189532,-85.657624
Jackson,Kentucky,KY,Jessamine County,21113,37.873291,-84.58396
Jefferson,Kentucky,KY,Johnson County,21115,37.847756,-82.830121
Jessamine,Kentucky,KY,Kenton County,21117,38.930503,-84.533438
Johnson,Kentucky,KY,Knott County,21119,37.354368,-82.952546
Kenton,Kentucky,KY,Knox County,21121,36.8885,-83.855551
Knott,Kentucky,KY,Larue County,21123,37.544462,-85.696841
Knox,Kentucky,KY,Laurel County,21125,37.113268,-84.119395
Larue,Kentucky,KY,Lawrence County,21127,38.074453,-82.73829
Laurel,Kentucky,KY,Lee County,21129,37.608116,-83.719248
Lawrence,Kentucky,KY,Leslie County,21131,37.087846,-83.388617
Lee,Kentucky,KY,Letcher County,21133,37.118536,-82.861251
Leslie,Kentucky,KY,Lewis County,21135,38.535047,-83.370143
Letcher,Kentucky,KY,Lincoln County,21137,37.457174,-84.658335
Lewis,Kentucky,KY,Livingston County,21139,37.209517,-88.363426
Lincoln,Kentucky,KY,Logan County,21141,36.859607,-86.881288
Livingston,Kentucky,KY,Lyon County,21143,37.023976,-88.083391
Logan,Kentucky,KY,McCracken County,21145,37.054111,-88.712454
Lyon,Kentucky,KY,McCreary County,21147,36.731136,-84.491052
Madison,Kentucky,KY,McLean County,21149,37.526707,-87.265597
Magoffin,Kentucky,KY,Madison County,21151,37.725511,-84.278362
Marion,Kentucky,KY,Magoffin County,21153,37.698983,-83.069721
Marshall,Kentucky,KY,Marion County,21155,37.552604,-85.268959
Martin,Kentucky,KY,Marshall County,21157,36.882017,-88.332752
Mason,Kentucky,KY,Martin County,21159,37.796774,-82.506623
McCracken,Kentucky,KY,Mason County,21161,38.594137,-83.828125
McCreary,Kentucky,KY,Meade County,21163,37.967476,-86.200863
McLean,Kentucky,KY,Menifee County,21165,37.935501,-83.589365
Meade,Kentucky,KY,Mercer County,21167,37.812085,-84.879695
Menifee,Kentucky,KY,Metcalfe County,21169,36.99243,-85.633456
Mercer,Kentucky,KY,Monroe County,21171,36.714077,-85.713508
Metcalfe,Kentucky,KY,Montgomery County,21173,38.038109,-83.912416
Monroe,Kentucky,KY,Morgan County,21175,37.92294,-83.258944
Montgomery,Kentucky,KY,Muhlenberg County,21177,37.213816,-87.134092
Morgan,Kentucky,KY,Nelson County,21179,37.80312,-85.465931
Muhlenberg,Kentucky,KY,Nicholas County,21181,38.338031,-84.026223
Nelson,Kentucky,KY,Ohio County,21183,37.477859,-86.844871
Nicholas,Kentucky,KY,Oldham County,21185,38.400127,-85.456152
Ohio,Kentucky,KY,Owen County,21187,38.499395,-84.84159
Oldham,Kentucky,KY,Owsley County,21189,37.423622,-83.691637
Owen,Kentucky,KY,Pendleton County,21191,38.696284,-84.351943
Owsley,Kentucky,KY,Perry County,21193,37.241282,-83.217772
Pendleton,Kentucky,KY,Pike County,21195,37.486031,-82.410912
Perry,Kentucky,KY,Powell County,21197,37.809907,-83.831354
Pike,Kentucky,KY,Pulaski County,21199,37.107374,-84.576953
Powell,Kentucky,KY,Robertson County,21201,38.513473,-84.06423
Pulaski,Kentucky,KY,Rockcastle County,21203,37.36105,-84.314368
Robertson,Kentucky,KY,Rowan County,21205,38.204266,-83.428079
Rockcastle,Kentucky,KY,Russell County,21207,36.990587,-85.05495
Rowan,Kentucky,KY,Scott County,21209,38.28571,-84.57834
Russell,Kentucky,KY,Shelby County,21211,38.239011,-85.228247
Scott,Kentucky,KY,Simpson County,21213,36.740937,-86.581793
Shelby,Kentucky,KY,Spencer County,21215,38.025411,-85.317174
Simpson,Kentucky,KY,Taylor County,21217,37.36621,-85.328059
Spencer,Kentucky,KY,Todd County,21219,36.840338,-87.183642
Taylor,Kentucky,KY,Trigg County,21221,36.807681,-87.858652
Todd,Kentucky,KY,Trimble County,21223,38.62004,-85.351208
Trigg,Kentucky,KY,Union County,21225,37.658029,-87.95165
Trimble,Kentucky,KY,Warren County,21227,36.995634,-86.423579
Union,Kentucky,KY,Washington County,21229,37.754209,-85.175416
Warren,Kentucky,KY,Wayne County,21231,36.800772,-84.82659
Washington,Kentucky,KY,Webster County,21233,37.51946,-87.68479
Wayne,Kentucky,KY,Whitley County,21235,36.758024,-84.144648
Webster,Kentucky,KY,Wolfe County,21237,37.743893,-83.49511
Whitley,Kentucky,KY,Woodford County,21239,38.043103,-84.748855
Wolfe,Kentucky,LA,Acadia Parish,22001,30.291497,-92.411037
Woodford,Kentucky,LA,Allen Parish,22003,30.652744,-92.819605
Acadia,Louisiana,LA,Ascension Parish,22005,30.206444,-90.912502
Allen,Louisiana,LA,Assumption Parish,22007,29.898853,-91.052465
Ascension,Louisiana,LA,Avoyelles Parish,22009,31.088503,-91.983275
Assumption,Louisiana,LA,Beauregard Parish,22011,30.645018,-93.340253
Avoyelles,Louisiana,LA,Bienville Parish,22013,32.340952,-93.041151
Beauregard,Louisiana,LA,Bossier Parish,22015,32.698481,-93.626561
Bienville,Louisiana,LA,Caddo Parish,22017,32.577195,-93.882423
Bossier,Louisiana,LA,Calcasieu Parish,22019,30.229559,-93.358015
Caddo,Louisiana,LA,Caldwell Parish,22021,32.101219,-92.114231
Calcasieu,Louisiana,LA,Cameron Parish,22023,29.871812,-93.164948
Caldwell,Louisiana,LA,Catahoula Parish,22025,31.666517,-91.846703
Cameron,Louisiana,LA,Claiborne Parish,22027,32.82716,-92.989728
Catahoula,Louisiana,LA,Concordia Parish,22029,31.469805,-91.626315
Claiborne,Louisiana,LA,De Soto Parish,22031,32.059248,-93.740797
Concordia,Louisiana,LA,East Baton Rouge Parish,22033,30.54393,-91.093131
De Soto,Louisiana,LA,East Carroll Parish,22035,32.73017,-91.234141
East Baton Rouge,Louisiana,LA,East Feliciana Parish,22037,30.839784,-91.043434
East Carroll,Louisiana,LA,Evangeline Parish,22039,30.720693,-92.404086
East Feliciana,Louisiana,LA,Franklin Parish,22041,32.139076,-91.672371
Evangeline,Louisiana,LA,Grant Parish,22043,31.597787,-92.561716
Franklin,Louisiana,LA,Iberia Parish,22045,30.007127,-91.976784
Grant,Louisiana,LA,Iberville Parish,22047,30.270628,-91.365848
Iberia,Louisiana,LA,Jackson Parish,22049,32.30429,-92.5617
Iberville,Louisiana,LA,Jefferson Parish,22051,29.522281,-90.081001
Jackson,Louisiana,LA,Jefferson Davis Parish,22053,30.269529,-92.816221
Jefferson,Louisiana,LA,Lafayette Parish,22055,30.206507,-92.06417
Jefferson Davis,Louisiana,LA,Lafourche Parish,22057,29.491992,-90.394849
Lafayette,Louisiana,LA,LaSalle Parish,22059,31.680083,-92.161596
Lafourche,Louisiana,LA,Lincoln Parish,22061,32.601823,-92.662303
LaSalle,Louisiana,LA,Livingston Parish,22063,30.440419,-90.727474
Lincoln,Louisiana,LA,Madison Parish,22065,32.346878,-91.231932
Livingston,Louisiana,LA,Morehouse Parish,22067,32.820008,-91.800399
Madison,Louisiana,LA,Natchitoches Parish,22069,31.732551,-93.082611
Morehouse,Louisiana,LA,Orleans Parish,22071,30.05342,-89.934502
Natchitoches,Louisiana,LA,Ouachita Parish,22073,32.480932,-92.151581
Orleans,Louisiana,LA,Plaquemines Parish,22075,29.282447,-89.576068
Ouachita,Louisiana,LA,Pointe Coupee Parish,22077,30.708319,-91.604621
Plaquemines,Louisiana,LA,Rapides Parish,22079,31.193204,-92.535953
Pointe Coupee,Louisiana,LA,Red River Parish,22081,32.101213,-93.34905
Rapides,Louisiana,LA,Richland Parish,22083,32.413158,-91.748353
Red River,Louisiana,LA,Sabine Parish,22085,31.560402,-93.559579
Richland,Louisiana,LA,St. Bernard Parish,22087,29.91811,-89.263494
Sabine,Louisiana,LA,St. Charles Parish,22089,29.905722,-90.357855
St. Bernard,Louisiana,LA,St. Helena Parish,22091,30.822539,-90.708307
St. Charles,Louisiana,LA,St. James Parish,22093,30.024777,-90.793956
St. Helena,Louisiana,LA,St. John the Baptist Parish,22095,30.144068,-90.49096
St. James,Louisiana,LA,St. Landry Parish,22097,30.583441,-91.989274
St. John the Baptist,Louisiana,LA,St. Martin Parish,22099,30.121433,-91.611481
St. Landry,Louisiana,LA,St. Mary Parish,22101,29.629349,-91.463804
St. Martin,Louisiana,LA,St. Tammany Parish,22103,30.410022,-89.951962
St. Mary,Louisiana,LA,Tangipahoa Parish,22105,30.621531,-90.40663
St. Tammany,Louisiana,LA,Tensas Parish,22107,32.001489,-91.342576
Tangipahoa,Louisiana,LA,Terrebonne Parish,22109,29.33413,-90.843674
Tensas,Louisiana,LA,Union Parish,22111,32.829349,-92.37565
Terrebonne,Louisiana,LA,Vermilion Parish,22113,29.789722,-92.291568
Union,Louisiana,LA,Vernon Parish,22115,31.110563,-93.18152
Unknown,Louisiana,LA,Washington Parish,22117,30.852144,-90.046253
Vermilion,Louisiana,LA,Webster Parish,22119,32.732152,-93.339825
Vernon,Louisiana,LA,West Baton Rouge Parish,22121,30.464052,-91.309808
Washington,Louisiana,LA,West Carroll Parish,22123,32.79248,-91.451998
Webster,Louisiana,LA,West Feliciana Parish,22125,30.872701,-91.421008
West Baton Rouge,Louisiana,LA,Winn Parish,22127,31.941187,-92.641269
West Carroll,Louisiana,ME,Androscoggin County,23001,44.167681,-70.207435
West Feliciana,Louisiana,ME,Aroostook County,23003,46.709193,-68.612409
Winn,Louisiana,ME,Cumberland County,23005,43.808348,-70.330375
Androscoggin,Maine,ME,Franklin County,23007,44.976724,-70.414935
Aroostook,Maine,ME,Hancock County,23009,44.564906,-68.370703
Cumberland,Maine,ME,Kennebec County,23011,44.417012,-69.765764
Franklin,Maine,ME,Knox County,23013,44.042045,-69.038514
Hancock,Maine,ME,Lincoln County,23015,43.994781,-69.513624
Kennebec,Maine,ME,Oxford County,23017,44.4945,-70.734421
Knox,Maine,ME,Penobscot County,23019,45.409284,-68.666616
Lincoln,Maine,ME,Piscataquis County,23021,45.915639,-69.102231
Oxford,Maine,ME,Sagadahoc County,23023,43.916845,-69.844227
Penobscot,Maine,ME,Somerset County,23025,45.503646,-69.95611
Piscataquis,Maine,ME,Waldo County,23027,44.505834,-69.138952
Sagadahoc,Maine,ME,Washington County,23029,44.967009,-67.609354
Somerset,Maine,ME,York County,23031,43.426019,-70.668425
Waldo,Maine,MD,Allegany County,24001,39.612313,-78.703104
Washington,Maine,MD,Anne Arundel County,24003,38.991617,-76.560894
York,Maine,MD,Baltimore County,24005,39.443167,-76.616569
Allegany,Maryland,MD,Calvert County,24009,38.522719,-76.529762
Anne Arundel,Maryland,MD,Caroline County,24011,38.871531,-75.831662
Baltimore,Maryland,MD,Carroll County,24013,39.563331,-77.015328
Baltimore city,Maryland,MD,Cecil County,24015,39.562354,-75.941585
Calvert,Maryland,MD,Charles County,24017,38.472853,-77.015427
Caroline,Maryland,MD,Dorchester County,24019,38.429196,-76.047433
Carroll,Maryland,MD,Frederick County,24021,39.470214,-77.397628
Cecil,Maryland,MD,Garrett County,24023,39.547299,-79.274619
Charles,Maryland,MD,Harford County,24025,39.537429,-76.299789
Dorchester,Maryland,MD,Howard County,24027,39.252264,-76.924406
Frederick,Maryland,MD,Kent County,24029,39.241279,-76.125987
Garrett,Maryland,MD,Montgomery County,24031,39.137381,-77.203063
Harford,Maryland,MD,Prince George's County,24033,38.829288,-76.84818
Howard,Maryland,MD,Queen Anne's County,24035,39.040693,-76.082405
Kent,Maryland,MD,St. Mary's County,24037,38.220289,-76.530384
Montgomery,Maryland,MD,Somerset County,24039,38.07445,-75.853323
Prince George's,Maryland,MD,Talbot County,24041,38.748349,-76.178476
Queen Anne's,Maryland,MD,Washington County,24043,39.603621,-77.814671
Somerset,Maryland,MD,Wicomico County,24045,38.36737,-75.632083
St. Mary's,Maryland,MD,Worcester County,24047,38.222133,-75.309931
Talbot,Maryland,MD,Baltimore city,24510,39.300032,-76.610476
Unknown,Maryland,MA,Barnstable County,25001,41.799014,-70.21188
Washington,Maryland,MA,Berkshire County,25003,42.371493,-73.217928
Wicomico,Maryland,MA,Bristol County,25005,41.748588,-71.088894
Worcester,Maryland,MA,Dukes County,25007,41.38097,-70.701499
